,ISBN,title,author,pub_year,publisher,categories,description
2236,140185011,Travels With My Aunt (Twentieth Century Classics),Graham Greene,1993,Penguin Books,,
2237,451146425,Lie Down With Lions,Ken Follett,1986,New Amer Library (Mm),,
2238,380817446,The Legend of Bagger Vance,Steven Pressfield,2000,HarperTorch,,
2239,345300203,The Outside Man,Richard North Patterson,1995,Ballantine Books,,
2240,553579835,The Matarese Countdown,Robert Ludlum,1998,Bantam Books,,
2241,345379330,"Mostly Harmless (Hitchhiker's Trilogy, No 5)",Douglas Adams,1993,Ballantine Books,,
2242,1576737330,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,2000,Multnomah,,
2243,590371258,Out of the Dust (Apple Signature Edition),Karen Hesse,1999,Scholastic,,
2244,151446474,The Name of the Rose,Umberto Eco,1983,Harcourt,,
2245,670813028,It,Stephen King,1986,Viking Books,,
2246,451197410,How Stella Got Her Groove Back,Terry McMillan,1998,Signet Book,,
2247,316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,,
2248,451210220,The First Law,John T. Lescroart,2004,Signet Book,,
2249,399148515,The English Assassin,Daniel Silva,2002,G. P. Putnam's Sons,,
2250,445406518,Crocodile on the Sandbank,Elizabeth Peters,1988,Warner Books,,
2251,345406141,How Few Remain,Harry Turtledove,1998,Del Rey Books,,
2252,61006629,Fatherland,Robert Harris,1995,HarperTorch,,
2253,553563696,"The Hands of Chaos : A Death Gate Novel, Volume 5 (Death Gate Cycle (Paperback))",MARGARET WEIS,1993,Bantam,,
2254,553567713,Into the Labyrinth (Death Gate Cycle (Paperback)),MARGARET WEIS,1994,Spectra,,
2255,553286390,"Dragon Wing (The Death Gate Cycle, Book 1)",Margaret Weis,1990,Bantam,,
2256,345301293,Blade Runner,Philip K. Dick,1982,Del Rey Books,,
2257,671832174,BK DUN COW,Walter Wangerin,1979,Pocket,,
2258,076534128X,Rebekah (Women of Genesis),Orson Scott Card,2002,Forge Books,,
2259,345384687,The Guns of the South: A Novel of the Civil War,Harry Turtledove,1993,Del Rey Books,,
2260,345353749,A Town Like Alice,Nevil Shute,1991,Ballantine Books,,
2261,385333498,The Sirens of Titan,Kurt Vonnegut,1998,Delta Trade Paperbacks,,
2262,345313151,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony,1991,Del Rey Books,,
2263,345314255,Sword of Shannara,Terry Brooks,1995,Del Rey Books,,
2264,345305183,On a Pale Horse,Piers Anthony,1984,Ballantine Books,,
2265,451132343,Firestarter,Stephen King,1984,Signet Book,,
2266,345279255,Castle Roogna,Piers Anthony,1979,Ballantine Books,,
2267,61031429,The Vendetta Defense,Lisa Scottoline,2002,HarperTorch,,
2268,60977337,Downsize This! Random Threats from an Unarmed American,Michael Moore,1997,Perennial,,
2269,553380168,A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition,STEPHEN HAWKING,1998,Bantam,,
2270,006098726X,Stupid White Men : ...And Other Sorry Excuses for the State of the Nation!,Michael Moore,2004,Regan Books,,
2271,380701006,Inside-Outside Book of New York City,Herman Wouk,1986,Avon Books,,
2272,671504398,Les Miserables (Enriched Classics),Victor Hugo,1983,Pocket,,
2273,553582925,Tick Tock,Dean R. Koontz,2000,Bantam Books,,
2274,812545249,The Chronoliths,Robert Charles Wilson,2002,Tor Books,,
2275,553572423,The Fist of God,Frederick Forsyth,1995,Bantam Books,,
2276,525941673,Cavedweller,Dorothy Allison,1998,Dutton Books,,
2277,812522400,Lord of the Isles (Lord of the Isles),David Drake,1998,Tor Fantasy,,
2278,671722948,TWELFTH NIGHT,William Shakespeare,1993,Washington Square Press,,
2279,014027944X,Armadillo,William Boyd,,Penguin Putnam~trade,,
2280,575075546,"The Soddit : or, Cashing in Again (Gollancz SF S.)",A.R.R.R. Roberts,2003,Gollancz,,
2281,452283930,Gossip Hound,Wendy Holden,2003,Plume Books,,
2282,1573227331,About a Boy,Nick Hornby,1999,Riverhead Books,,
2283,679767959,Heartburn,Nora Ephron,1996,Vintage Books USA,,
2284,080411918X,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books,,
2285,553293176,Dangerous,Amanda Quick,1993,Bantam,,
2286,316812471,Revolution from Within : A Book of Self-Esteem,Gloria Steinem,1993,"Little, Brown",,
2287,440222915,Outlander,DIANA GABALDON,1996,Dell,,
2288,1551668653,Getting Rid Of Bradley,Jennifer Crusie,2001,Mira,,
2289,038079960X,The Mermaids Singing,Lisa Carey,1999,Avon,,
2290,440237300,Three Weeks in Paris,BARBARA TAYLOR BRADFORD,2002,Dell,,
2291,1568842406,WindowsÂ¨ 95 For DummiesÂ¨,Andy Rathbone,1995,John Wiley &amp; Sons Inc,,
2292,66214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,,
2293,684803135,Moral Compass : Stories for a Life's Journey,William J. Bennett,1995,Simon &amp; Schuster,,
2294,375507523,Bushwhacked : Life in George W. Bush's America,MOLLY IVINS,2003,Random House,,
2295,836221192,Dilbert Fugitive From The Cubicle Police,Scott Adams,1996,Andrews McMeel Publishing,,
2296,446386405,How to Live Cat,Stephen Baker,1989,Warner Books,,
2297,446604275,Primary Colors: A Novel of Politics,Anonymous,1996,Warner Books,,
2298,679741836,"Molly Ivins Can't Say That, Can She?",Molly Ivins,1992,Vintage Books USA,,
2299,812968379,Funny in Farsi : A Memoir of Growing Up Iranian in America,FIROOZEH DUMAS,2004,Random House Trade Paperbacks,,
2300,034545071X,Distant Shores,KRISTIN HANNAH,2002,Ballantine Books,,
2301,451188470,The Love Letter,Cathleen Schine,1996,Signet Book,,
2302,006019541X,Blue Angel,Francine Prose,2000,HarperCollins Publishers,,
2303,375502238,Blessings,ANNA QUINDLEN,2002,Random House,,
2304,440202043,Shell Seekers,Rosamunde Pilcher,1996,Dell,,
2305,312975228,Boy in the Water,Stephen Dobyns,2000,St. Martin's Paperbacks,,
2306,590452037,Maniac Magee,Jerry Spinelli,2002,Scholastic Inc,,
2307,451183665,A Case of Need,Michael Crichton,1994,Signet Book,,
2308,553111531,Darkness Peering,Alice Blanchard,1999,Bantam Dell Pub Group,,
2309,439137411,Pokemon the First Movie: Mewtwo Strikes Back (Pokemon Movie),Tracey West,1999,Scholastic,,
2310,312155859,Mary Queen of Scotland &amp; The Isles : A Novel,Margaret George,1997,St. Martin's Griffin,,
2311,380758377,Without Due Process,J.A. Jance,1993,Avon,,
2312,399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group,,
2313,671868640,The Enchanted April,Elizabeth von Arnim,1993,Pocket,,
2314,811828964,The Bad Girl's Guide to Getting What You Want,Cameron Tuttle,2000,Chronicle Books,,
2315,786890169,Black Water,T. Jefferson Parker,2003,Hyperion,,
2316,074322535X,Gap Creek: The Story of a Marriage,Robert Morgan,2001,Touchstone,,
2317,399148728,Fire Ice: A Novel from the NUMA Files,Clive Cussler,2002,Putnam Publishing Group,,
2318,312264372,"Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.)",Robert Ludlum,2000,St. Martin's Press,,
2319,684841185,Death du Jour,Kathy Reichs,1999,Scribner,,
2320,679463070,Casual Rex: A Novel,Eric Garcia,2001,Villard Books,,
2321,399146687,Perish Twice,Robert B. Parker,2000,Putnam Publishing Group,,
2322,316693286,Pop Goes the Weasel,James Patterson,1999,Replica Books,,
2323,439164842,"Eleanor: Crown Jewel of Aquitaine, France, 1136 (The Royal Diaries)",Kristiana Gregory,2002,Scholastic,,
2324,373484887,Hidden Star (The Star Series),Nora Roberts,2001,Silhouette,,
2325,99521016,Midnight In the Garden of Good and Evil,John Berendt,,Vintage Books,,
2326,60086246,Last Chance Saloon,Marian Keyes,2003,Perennial,,
2327,451180429,The Quiet Game,Greg Iles,2000,Signet Book,,
2328,373250126,Milkrun,Sarah Mlynowski,2001,Harlequin,,
2329,373250193,Loose Screws (Red Dress Ink (Paperback)),Karen Templeton,2002,Red Dress Ink,,
2330,451410947,Must Love Dogs,Claire Cook,2003,Onyx Books,,
2331,038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,,
2332,61010707,"Men, Women and Relationships",John Gray,1996,HarperCollins Publishers,,
2333,3442444020,Denn sie betrÃ?Â¼gt man nicht.,Elizabeth George,1999,Goldmann,,
2334,3257229364,Endstation Venedig. Commissario Brunettis zweiter Fall.,Donna Leon,1996,Diogenes Verlag,,
2335,552998001,Blackberry Wine,Joanne Harris,2001,Black Swan,,
2336,3442439736,Die Schandmaske.,Minette Walters,1998,Goldmann,,
2337,671004530,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,,
2338,325722575X,Der Hahn ist tot. Roman.,Ingrid Noll,1993,Diogenes Verlag,,
2339,3442413338,"Lauf, Jane, lauf. Roman.",Joy Fielding,1992,Goldmann,,
2340,3442435366,Die Tote Ohne Namen,Patricia Cornwell,,Goldmann Verlag,,
2341,3499134411,Stadtgeschichten Band 1,Armistead Maupin,,Rowholt Verlag Gmbh,,
2342,440226414,Fortune's Hand,Belva Plain,2000,Dell Publishing Company,,
2343,60959037,Prodigal Summer: A Novel,Barbara Kingsolver,2001,Perennial,,
2344,055327886X,Rubyfruit Jungle,Rita Mae Brown,1983,Bantam Books,,
2345,805036377,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1996,Henry Holt &amp; Company,,
2346,688156134,Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2000,William Morrow &amp; Company,,
2347,014028009X,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,,
2348,140254587,Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia,Dennis Covington,1996,Penguin Books,,
2349,375708278,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,2000,Vintage Books USA,,
2350,425187063,Death in Paradise,Robert B. Parker,2002,Berkley Publishing Group,,
2351,2070408507,Le Petit Prince,Antoine de Saint-ExupÃ©ry,1999,Gallimard,,
2352,451524063,"Four Major Plays: A Doll House, the Wild Duck, Hedda Gabler, the Master Builder (Signet Classics (Paperback))",Henrik Ibsen,1989,Signet Book,,
2353,031286504X,I Am Legend,Richard Matheson,1997,Orb Books,,
2354,28604032,The New York Public Library Science Desk Reference (The New York Public Library Series),Patricia Barnes-Svarney,1995,MacMillan Publishing Company.,,
2355,1573220256,Ethics for the New Millennium,Dalai Lama,1999,Riverhead Books,,
2356,886778964,Valor's Choice (Daw Book Collectors),Tanya Huff,2000,Daw Books,,
2357,8495501112,Son De Mar,Manuel Vicent,2002,Suma de Letras,,
2358,451457811,"Storm Front (The Dresden Files, Book 1)",Jim Butcher,2000,Roc,,
2359,553342495,Love medicine: A novel,Louise Erdrich,1985,Bantam Books,,
2360,374525641,The Spirit Catches You and You Fall Down,Anne Fadiman,1998,"Farrar, Straus and Giroux",,
2361,059043344X,Ten Great Mysteries by Edgar Allan Poe,Edgar Allan Poe,1989,Scholastic,,
2362,312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books,,
2363,786889098,Tropical Depression,Laurence Shames,1997,Warner Books (Mm),,
2364,446364290,Prime Time,Sandra Brown,1995,Warner Books,,
2365,446600342,Where There's Smoke,Sandra Brown,1994,Warner Books,,
2366,1551666014,Tomorrow's Promise: Can the Heart Let Go of Yesterday?,Sandra Brown,2000,Mira,,
2367,446356859,Sunset Embrace,Sandra Brown,1990,Warner Books,,
2368,446603082,Sweet Anger,Sandra Brown,1999,Warner Vision,,
2369,446360511,Eloquent Silence,Sandra Brown,1995,Warner Books,,
2370,446364312,Tempest in Eden,Sandra Brown,1996,Warner Books,,
2371,446364150,Hidden Fires,Sandra Brown,1994,Warner Books,,
2372,446356875,Another Dawn,Sandra Brown,1991,Warner Books,,
2373,446360708,Love Beyond Reason,Sandra Brown,1994,Warner Books,,
2374,452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume,,
2375,452281091,Chang and Eng: A Novel,Darin Strauss,2001,Plume Books,,
2376,785268839,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,2001,Nelson Books,,
2377,871135809,"All the Trouble in the World: The Lighter Side of Overpopulation, Famine, Ecological Disaster, Ethnic Hatred, Plague, and Poverty",P.J. O'Rourke,1994,Pub Group West,,
2378,449219143,Bethlehem Road,Anne Perry,1997,Fawcett Books,,
2379,034540761X,The Final Judgment,Richard North Patterson,1997,Ballantine Books,,
2380,61057797,The Dragon and the Unicorn,A. A. Attanasio,1997,Eos,,
2381,1844261085,A Book Without Covers,John Andrew Storey,2003,Upfront Publishing,,
2382,875420036,True Magick: A Beginner's Guide (Llewellyn's New Age Series),K. Amber,1991,Llewellyn Publications,,
2383,141001828,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nat Philbrick,2001,Penguin Books,,
2384,8817131628,Garzanti - Gli Elefanti: Gabbiano Jonathan Livingston,Bach,,Rizzoli - RCS Libri,,
2385,038078520X,Wed and Buried (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim,1998,Avon,,
2386,553293400,The Caves of Steel,Isaac Asimov,1991,Bantam,,
2387,60929871,Brave New World,Aldous Huxley,1998,Perennial,,
2388,393312836,A Clockwork Orange (Norton Paperback Fiction),Anthony Burgess,1986,W. W. Norton &amp; Company,,
2389,553211757,Crime and Punishment (Crime &amp; Punishment),Fyodor Dostoevsky,1984,Bantam,,
2390,60931914,Demian: The Story of Emil Sinclair's Youth (Perennial Classics),Hermann Hesse,1999,Perennial,,
2391,393318680,Filth,Irvine Welsh,1998,W.W. Norton &amp; Company,,
2392,590409433,Fallen Angels,Walter Dean Myers,1991,Scholastic Paperbacks,,
2393,515093556,Belinda,Anne Rice,1994,Jove Books,,
2394,399151850,The Queen of the South,Arturo Perez-Reverte,2004,Putnam Publishing Group,,
2395,385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,,
2396,61095540,Marrying Mom,Olivia Goldsmith,1997,HarperTorch,,
2397,8817106259,Seta,Alessandro Baricco,,Rizzoli - RCS Libri,,
2398,679732411,Gift from the Sea,Anne Morrow Lindbergh,1991,Pantheon Books,,
2399,446606243,The Tenth Justice,Brad Meltzer,1998,Warner Books,,
2400,316785261,The Fig Eater : A Novel,Jody Shields,2001,Back Bay Books,,
2401,140049975,East of Eden,John Steinbeck,1984,Penguin Books,,
2402,014062080X,The Scarlet Letter (Penguin Popular Classics),Nathaniel Hawthorne,1994,Penguin Books Ltd,,
2403,425174808,Tom Clancy's Op-Center: Divide and Conquer (Tom Clancy's Op Center (Paperback)),Tom Clancy,2000,Berkley Publishing Group,,
2404,884590184X,Siddharta Romanzo Versione Di M Mila,Hermann Hesse,,Adelphi Book Shop Ltd,,
2405,140390847,"Moby-Dick Or, the Whale (Penguin Classics)",Herman Melville,1992,Penguin Books,,
2406,451202856,Nothing but the Truth,John T. Lescroart,2001,Signet Book,,
2407,451405889,The Late Man,James Preston Girard,1994,Onyx Books,,
2408,767902912,An Equal Music,Vikram Seth,1999,Bantam Dell Pub Group,,
2409,039571091X,Dakota: A Spiritual Geography,Kathleen Norris,1993,Houghton Mifflin,,
2410,1860463312,Miss Smilla's Feeling for Snow,Peter Heg,1997,Havill Pr,,
2411,142001430,Year of Wonders,Geraldine Brooks,2002,Penguin Books,,
2412,609809547,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,2002,Three Rivers Press (CA),,
2413,440218667,The Select,F. Paul Wilson,1995,Dell,,
2414,449006379,Lord of Fire,Gaelen Foley,2002,Ivy Books,,
2415,312984820,Night Embrace (Dark-Hunter),Sherrilyn Kenyon,2003,St. Martin's Paperbacks,,
2416,380764008,Grime and Punishment (Jane Jeffry Mysteries (Paperback)),Jill Churchill,1992,Avon,,
2417,60549270,A Greek God at the Ladies' Club (Avon Romance),Jenna McKnight,2003,Avon,,
2418,505525305,A Girl's Guide to Vampires,Katie Macalister,2003,Love Spell,,
2419,60505249,Where's My Hero?,Lisa Kleypas,2003,Avon Books,,
2420,425191257,Edge of the Moon (Berkley Sensation),Rebecca York,2003,Berkley Publishing Group,,
2421,451458923,"Summer Knight (The Dresden Files, Book 4)",Jim Butcher,2002,Roc,,
2422,553800914,The Search,Iris Johansen,2000,Bantam Books,,
2423,080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,,
2424,031242227X,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,,
2425,553250256,Catcher in the Rye,Salinger,1984,Bantam Books,,
2426,440241812,Shopaholic Takes Manhattan,SOPHIE KINSELLA,2004,Dell Publishing,,
2427,767914767,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2004,Broadway Books,,
2428,140061401,July's People,Nadine Gordimer,1982,Penguin Books,,
2429,679721037,Hiroshima,John Hersey,1989,Vintage Books USA,,
2430,142437204,Jane Eyre (Penguin Classics),Charlotte Bronte,2003,Penguin Books,,
2431,006093090X,The Night Listener : A Novel,Armistead Maupin,2001,Perennial,,
2432,038533494X,Sometimes I Dream in Italian,Rita Ciresi,2001,Delta,,
2433,553574132,Star Wars: Shadows of the Empire,Steve Perry,1998,Spectra Books,,
2434,038071681X,Ghost Girl: The True Story of a Child in Peril and the Teacher Who Saved Her,Torey Hayden,1992,Avon,,
2435,140270590,A New Song (Mitford Years (Paperback)),Jan Karon,2000,Viking Books,,
2436,440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,,
2437,671619373,LADY BOSS,Jackie Collins,1990,Simon &amp; Schuster,,
2438,2070419657,Soie,Alessandro Baricco,2001,Gallimard,,
2439,679826718,"The Tiger in the Well (Sally Lockhart Trilogy, Book 3)",PHILIP PULLMAN,1992,Laurel Leaf,,
2440,679733167,Sexing the Cherry (Vintage International),Jeanette Winterson,1991,Vintage Books USA,,
2441,375504907,Reading Lolita in Tehran : A Memoir in Books,AZAR NAFISI,2003,Random House,,
2442,156907380,To the Lighthouse,Virginia Woolf,1978,Harvest Books,,
2443,142000485,My Little Blue Dress,Bruno Maddox,2002,Penguin Books,,
2444,061810450X,The Wind Done Gone: A Novel,Alice Randall,2001,Houghton Mifflin,,
2445,014019536X,"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America Today",Margot Adler,1997,Penguin Books,,
2446,380816555,Practical Demonkeeping,Christopher Moore,2000,Perennial,,
2447,684848066,In the Meantime : Finding Yourself and the Love You Want,Iyanla Vanzant,1999,Fireside,,
2448,449211827,Plague Dogs,RICHARD ADAMS,1986,Fawcett,,
2449,441627404,The Once and Future King,T. H. White,1987,Ace Books,,
2450,553562738,Doomsday Book,Connie Willis,1993,Spectra Books,,
2451,812553993,Lion of Ireland (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1996,Tor Books,,
2452,380708892,"Merlin (The Pendragon Cycle , Book 2)",Stephen R. Lawhead,1990,Eos,,
2453,038070613X,Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),Stephen R. Lawhead,1990,Avon,,
2454,380805421,Smart Vs. Pretty,Valerie Frankel,2000,Avon Trade,,
2455,375708707,Where You Once Belonged,KENT HARUF,2000,Vintage Books,,
2456,553274066,Triumph of the Darksword (Darksword Trilogy),MARGARET WEIS,1997,Spectra,,
2457,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group,,
2458,446613266,Four Blind Mice,James Patterson,2003,Warner Books,,
2459,038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor,,
2460,312267460,Headlong (Bestselling Backlist),Michael Frayn,2000,Picador USA,,
2461,552998486,Chocolat,Joanne Harris,2000,Black Swan,,
2462,1853260193,Vanity Fair (Wordsworth Collection),William Makepeace Thackeray,1998,NTC/Contemporary Publishing Company,,
2463,1853260967,Confessions of an English Opium Eater,T. De Quincey,1999,Lb May &amp; Assoc Inc,,
2464,140440151,Madame Bovary (Classics S.),Gustave Flaubert,1970,Penguin Books Ltd,,
2465,671041789,The Green Mile,Stephen King,1999,Pocket,,
2466,439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,,
2467,439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,,
2468,1575665379,The 10th Kingdom (Hallmark Entertainment Books),Kathryn Wesley,2000,Kensington Publishing Corporation,,
2469,441005489,"Redwall (Redwall, Book 1)",Brian Jacques,1998,Ace Books,,
2470,64470059,Where the Lilies Bloom,Bill Cleaver,1989,HarperTrophy,,
2471,380726297,Sacred,Dennis Lehane,1998,HarperTorch,,
2472,553292056,ANOTHER ROADSIDE ATTRACTION,TOM ROBBINS,1991,Bantam,,
2473,553213512,The Time Machine (Bantam Classics),H. G. Wells,1984,Bantam,,
2474,044023672X,Answered Prayers,DANIELLE STEEL,2003,Dell,,
2475,394839129,I Can Read With My Eyes Shut (I Can Read It All by Myself Beginner Books),Dr. Seuss,1978,Random House Children's Books,,
2476,440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,,
2477,884270610,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,1992,North River Press,,
2478,351836605X,Stiller,Max Frisch,1954,Suhrkamp,,
2479,1573229083,My Dream of You,Nuala O'Faolain,2002,Riverhead Books,,
2480,034540047X,The Hotel New Hampshire,John Irving,1995,Ballantine Books,,
2481,380805995,Kiss of the Bees: A Novel of Suspense,J.A. Jance,2001,Avon,,
2482,425169375,The Best of Friends: Joanna Trollope,Joanna Trollope,1999,Berkley Publishing Group,,
2483,449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books,,
2484,055357874X,Finding Mr. Right,EMILY CARMICHAEL,1999,Bantam,,
2485,60935464,To Kill a Mockingbird,Harper Lee,2002,Perennial Classics,,
2486,446322180,Name of the Rose-Nla,Umberto Eco,1984,Warner Books,,
2487,1551668998,Beach House,Mary Alice Monroe,2002,Mira,,
2488,515116173,Decider,Dick Francis,1995,Jove Books,,
2489,042516828X,Sudden Mischief,Robert B. Parker,1999,Berkley Publishing Group,,
2490,1853261092,Black Beauty (Wordsworth Collection),A. Sewell,1998,NTC/Contemporary Publishing Company,,
2491,446519081,The Tenth Insight : Holding the Vision,James Redfield,1996,Warner Books,,
2492,044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,,
2493,767902335,Work as a Spiritual Practice : A Practical Buddhist Approach to Inner Growth and Satisfaction on the Job,LEWIS RICHMOND,2000,Broadway,,
2494,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1999,New World Library,,
2495,1882723007,Embraced by the Light,Betty J. Eadie,1992,Gold Leaf Press (MI),,
2496,874776945,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher,,
2497,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,,
2498,439313899,Conversations with God for Teens,Neale Donald Walsch,2002,Scholastic,,
2499,425158640,Idoru,William Gibson,1997,Berkley Publishing Group,,
2500,380723336,Bully : Does Anyone Deserve to Die?,Jim Schutze,1998,Avon,,
2501,553210823,The Canterbury Tales (Bantam Classics),Geoffrey Chaucer,1982,Bantam,,
2502,140304770,A Wizard of Earthsea (Pelican Books),Ursula K. Le Guin,1971,Penguin Books,,
2503,553213113,Moby-Dick,HERMAN MELVILLE,1981,Bantam,,
2504,743489063,The Day After Tomorrow,Whitley Strieber,2004,Pocket Books,,
2505,440225922,The Poyson Garden: An Elizabethan I Mystery (Elizabeth I Mysteries (Paperback)),Karen Harper,2000,Dell Publishing Company,,
2506,99993805,Pelican Brief,John Grisham,,Trafalgar Square,,
2507,60988258,Running In Heels: A Novel,Anna Maxted,2002,Regan Books,,
2508,451184963,Insomnia,Stephen King,1995,Signet Book,,
2509,440220602,The Chamber,John Grisham,1995,Dell Publishing Company,,
2510,821766929,When Darkness Falls,Shannon Drake,2000,Zebra Books,,
2511,671721135,THROUGH THE ICE,Piers Anthony,1992,Baen,,
2512,042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,,
2513,399149422,The Cat Who Brought Down the House,Lilian Jackson Braun,2003,Putnam Publishing Group,,
2514,440972329,A Ring of Endless Light (Austin Family),Madeleine L'Engle,1981,Laure Leaf,,
2515,451156609,The Tommyknockers,Stephen King,1994,Signet Book,,
2516,590298364,"Sunny (California Diaries, 2)",Ann M. Martin,1997,Scholastic,,
2517,380016699,Your Erroneous Zones,Wayne W. Dyer,1977,Avon Books,,
2518,034530988X,Friday,Robert Heinlein,1988,Del Rey Books,,
2519,2020239302,Le Vieux Qui Lisait Les Romans Damour,Luis Sepulveda,,Points French,,
2520,8432055913,No Digas Que Fue UN Sueno: Marco Antonio Y Cleopatra/Don't Tell It Was a Dream (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Terenci Moix,1986,Lectorum Pubns (J),,
2521,060980748X,A Trip to the Beach: Living on Island Time in the Caribbean,Melinda Blanchard,2001,Three Rivers Press (CA),,
2522,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,,
2523,394578198,Polar Star,Martin Cruz Smith,1989,Random House Inc,,
2524,2290318329,L'Homme aux cercles bleus,Fred Vargas,2002,J'ai lu,,
2525,553278118,Doctors,Erich Segal,1989,Bantam Books,,
2526,590477412,"Deep Trouble (Goosebumps, No 19)",R. L. Stine,1996,Scholastic,,
2527,671868314,The Betrayal (The Fear Street Saga 1),R.L. Stine,1993,Simon Pulse,,
2528,425170349,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group,,
2529,425068064,Three Blind Mice and Other Stories,Agatha Christie,1997,Berkley Publishing Group,,
2530,312975120,The Unexpected Guest: A Mystery,Agatha Christie,2000,St. Martin's Press,,
2531,486270556,Six Great Sherlock Holmes Stories (Dover Thrift Editions),"Arthur Conan, Sir Doyle",1992,Dover Publications,,
2532,380709538,Runaway Ralph (Cleary Reissue),Beverly Cleary,1991,HarperTrophy,,
2533,743400526,She Said Yes : The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2000,Pocket,,
2534,671656589,HEAVEN,V. C. Andrews,1987,Pocket,,
2535,671695169,Midnight Whispers (Cutler),V.C. Andrews,1992,Pocket,,
2536,671695142,Twilight's Child (Cutler),V.C. Andrews,1992,Pocket,,
2537,671729462,My Sweet Audrina,V.C. Andrews,1990,Pocket,,
2538,446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,,
2539,679417397,1984 (Everyman's Library),GEORGE ORWELL,1992,Everyman's Library,,
2540,440204194,Firefly Summer,Maeve Binchy,1989,Dell,,
2541,451408721,Deadly Exposure,Leonard Goldberg,2000,Signet Book,,
2542,884042693,Dianetics: The Modern Science of Mental Health: A Handbook of Dianetics Procedure,L. Ron Hubbard,1986,Bridge Publications,,
2543,8804375914,Il sentiero dei nidi di ragno (Oscar Mondadori),Italo Calvino,1995,A. Mondadori,,
2544,449221032,Elephant Song,WILBUR SMITH,1995,Fawcett,,
2545,449218473,Journey,James A. Michener,1994,Fawcett Books,,
2546,60926015,Mary Kay : The Story of America's Most Dynamic Businesswoman,Mary Kay Ash,1994,Perennial Currents,,
2547,8433920863,Relatos de Los Inesperado,Roald Dahl,1995,Anagrama,,
2548,3404149114,Das Zweite GedÃ?Â¤chtnis.,Ken Follett,2003,LÃ?Â¼bbe,,
2549,2253044911,"Les Dames du lac, tome 1",Marion Zimmer Bradley,1988,LGF,,
2550,2253033138,Le Nom de la rose,Umberto Eco,2002,LGF,,
2551,067972883X,The Optimist's Daughter,Eudora Welty,1990,Vintage Books USA,,
2552,440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling,,
2553,014038572X,The Outsiders (Now in Speak!),S. E. Hinton,1997,Puffin Books,,
